PGM_SYS_ID,YEAR,GROUP,MEAN_VIOL_TO_EA_LAG_DAYS,LAG_QUARTILE,N_VIOLATIONS_FUTURE
IL000111801ABL,2024,other,66.5,Q2,0
IL000113804AAR,2020,other,59.5,Q2,0
IL000113804AAR,2022,other,90,Q2,0
IL000113825AAG,2023,other,109,Q3,0
IL000115015AAE,2019,other,126,Q3,0
IL000115015AAE,2021,other,79.5,Q2,0
IL000115015AAE,2023,other,100.33,Q3,1
IL000115015AAT,2019,other,161.5,Q3,0
IL000115015ABX,2017,other,84.5,Q2,0
IL000115015ABX,2020,other,99,Q3,1
IL000115015ABX,2021,other,573,Q4 (slowest),0
IL000115015ABX,2023,other,469,Q4 (slowest),0
IL000115810AAA,2017,other,200,Q3,0
IL000115810AAA,2022,other,90,Q2,1
IL000115810AAA,2023,other,41,Q2,0
IL000119010AAE,2020,other,38,Q2,0
IL000119010AAE,2022,other,113,Q3,0
IL000119020ABG,2023,other,119,Q3,0
IL000119040ATN,2016,other,160.5,Q3,0
IL000119040ATN,2022,other,149.5,Q3,0
IL000119090AAA,2022,other,139.5,Q3,0
IL000119090AAF,2020,other,144.5,Q3,0
IL000119115AAY,2021,other,89.5,Q2,1
IL000119115AAY,2022,other,133.5,Q3,0
IL000119465AAG,2019,other,36,Q2,1
IL000119465AAG,2022,other,88.2,Q2,1
IL000119465AAG,2023,other,87,Q2,0
IL000119801AAA,2023,other,116,Q3,0
IL000119813AAI,2015,other,12,Q1 (fastest),0
IL000119813AAI,2017,other,103.5,Q3,0
IL000119813AAI,2023,other,90,Q2,0
IL000121045AAF,2019,other,80.5,Q2,1
IL000121045AAF,2020,other,88.5,Q2,1
IL000121045AAF,2021,other,96,Q3,0
IL000121045AAF,2023,other,74,Q2,0
IL000121422ABP,2021,other,418,Q4 (slowest),0
IL000121813AAA,2017,other,118,Q3,0
IL000123803AAJ,2017,other,91,Q2,0
IL000123803AAJ,2020,other,73.5,Q2,0
IL000123803AAJ,2023,other,35,Q2,0
IL000127854AAD,2017,other,37,Q2,0
IL000127855AAA,2022,other,124,Q3,0
IL000135815AAE,2023,other,192.5,Q3,0
IL000137867AAA,2019,other,52.5,Q2,0
IL000139030AAE,2020,electric,220,Q4 (slowest),0
IL000139404AAH,2020,other,66.5,Q2,0
IL000141017AAC,2019,other,85.5,Q2,0
IL000141017AAC,2024,other,94,Q3,0
IL000141050ABP,2016,other,73.5,Q2,0
IL000141050ABP,2019,other,82,Q2,0
IL000141050ABP,2021,other,709,Q4 (slowest),1
IL000141050ABP,2022,other,63,Q2,1
IL000141050ABP,2023,other,161,Q3,0
IL000141050ABU,2017,electric,112.5,Q3,0
IL000141050ABU,2020,electric,641.5,Q4 (slowest),0
IL000143065AJE,2017,other,83,Q2,1
IL000143065AJE,2018,other,86.5,Q2,1
IL000143065AJE,2019,other,98.5,Q3,1
IL000143065AJE,2020,other,100,Q3,2
IL000143065AJE,2021,other,56.25,Q2,0
IL000143065AJE,2024,other,57.5,Q2,0
IL000143805AAA,2018,other,77,Q2,0
IL000143805AAA,2022,other,147.5,Q3,0
IL000145010AAT,2019,other,81,Q2,0
IL000145842AAA,2021,electric,121,Q3,0
IL000147035AAH,2021,other,36,Q2,1
IL000147035AAH,2022,other,57.5,Q2,1
IL000147035AAH,2023,other,67,Q2,0
IL000149820AAB,2019,other,86.5,Q2,0
IL000153855AAA,2023,other,109.5,Q3,0
IL000155010AAJ,2017,other,37.5,Q2,0
IL000155010AAJ,2019,other,82.75,Q2,1
IL000155010AAJ,2020,other,48.5,Q2,1
IL000155010AAJ,2021,other,78,Q2,0
IL000155010AAJ,2023,other,166,Q3,0
IL000161040ABE,2022,other,2,Q1 (fastest),0
IL000161045AAK,2020,other,780.5,Q4 (slowest),0
IL000161807AAA,2022,other,112.5,Q3,1
IL000161807AAA,2023,other,81,Q2,0
IL000161807AAN,2022,electric,76.5,Q2,0
IL000161815AAE,2023,other,140,Q3,0
IL000161817AAA,2020,other,30.5,Q2,2
IL000161817AAA,2021,other,70,Q2,0
IL000161817AAA,2024,other,147.5,Q3,0
IL000163020AAB,2019,other,103.5,Q3,0
IL000163050AAD,2023,other,66.5,Q2,0
IL000163085AAH,2023,other,25.5,Q2,1
IL000163121AAB,2021,other,97,Q3,1
IL000163121AAB,2022,other,145,Q3,1
IL000163121AAB,2023,other,87,Q2,2
IL000163121AAB,2024,other,30,Q2,1
IL000163121AAM,2023,other,121,Q3,0
IL000163121AAU,2021,other,32.5,Q2,0
IL000163121AAV,2018,other,38.5,Q2,0
IL000163121AAY,2019,other,54.5,Q2,0
IL000163121AAY,2021,other,61.5,Q2,0
IL000165015AAA,2021,other,39.5,Q2,0
IL000167120AAO,2021,electric,6,Q1 (fastest),0
IL000167801AAA,2023,other,146,Q3,0
IL000171005AAA,2020,other,76.5,Q2,0
IL000171851AAA,2018,electric,114.5,Q3,0
IL000177801AAD,2023,other,111.5,Q3,0
IL000179020AAB,2024,other,201,Q3,0
IL000179060AAD,2018,other,124.5,Q3,1
IL000179060AAD,2019,other,126.5,Q3,1
IL000179060AAD,2020,other,125.67,Q3,1
IL000179060AAD,2021,other,71,Q2,0
IL000179060AAD,2023,other,90,Q2,0
IL000179060ACR,2018,other,97,Q3,1
IL000179060ACR,2019,other,86,Q2,0
IL000179060ACR,2021,other,205,Q3,0
IL000179473AEG,2023,other,64,Q2,1
IL000183020ABT,2022,other,86.5,Q2,0
IL000183020AHH,2021,other,40.5,Q2,0
IL000183804AAL,2017,other,52,Q2,0
IL000183804AAL,2021,other,80,Q2,0
IL000183804AAL,2023,other,90,Q2,0
IL000183814AAC,2023,other,150,Q3,0
IL000189808AAB,2021,electric,112.5,Q3,0
IL000189808AAB,2023,electric,86,Q2,0
IL000191801AAE,2022,other,81.5,Q2,0
IL000191803AAA,2023,other,159.5,Q3,0
IL000193807AAD,2023,other,120,Q3,0
IL000195819AAC,2021,other,53,Q2,0
IL000197030AAO,2021,electric,60.5,Q2,0
IL000197035ABD,2022,electric,85.5,Q2,0
IL000197035ABD,2024,electric,123,Q3,0
IL000197045ABO,2023,other,89,Q2,0
IL000197090AAI,2019,other,67.5,Q2,0
IL000197415AAH,2020,other,62,Q2,0
IL000197445AAY,2021,other,111,Q3,0
IL000197800AAA,2017,other,102,Q3,0
IL000197800AAD,2024,other,96.5,Q3,0
IL000197800AAE,2017,other,95.5,Q3,1
IL000197800AAE,2018,other,100,Q3,0
IL000197800AAE,2020,other,654.67,Q4 (slowest),0
IL000197800AAE,2022,other,103.25,Q3,2
